"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor"
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2024";"32.8";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2024";"33.8";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2024";"31.8";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2024";"33.8";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2024";"71.8";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2024";"33.6";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2024";"5.6";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2024";"35.2";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2024";"30.4";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2023";"33.2";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2023";"32.4";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2023";"31";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2023";"42.4";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2023";"70.3";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2023";"35";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2023";"5.8";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2023";"37.7";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2023";"28.8";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2022";"34.7";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2022";"34";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2022";"32.6";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2022";"43.9";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2022";"69.6";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2022";"38.2";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2022";"6.5";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2022";"41.9";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2022";"27.7";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2021";"34.1";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2021";"35.3";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2021";"30.9";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2021";"42.5";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2021";"68.2";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2021";"35.9";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2021";"7.1";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2021";"40.5";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2021";"27.8";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2020";"34";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2020";"34.4";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2020";"31.8";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2020";"40.8";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2020";"67.8";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2020";"33.2";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2020";"7.5";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2020";"38.5";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2020";"29.5";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2019";"34.5";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2019";"34.5";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2019";"32.7";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2019";"40.5";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2019";"67";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2019";"34.7";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2019";"7";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2019";"38.6";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2019";"30.5";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2018";"35";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2018";"34.6";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2018";"33.5";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2018";"41";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2018";"66.6";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2018";"32.8";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2018";"8.5";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2018";"40";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2018";"30";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2017";"34.7";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2017";"38.7";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2017";"31";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2017";"39";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2017";"67.9";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2017";"30.3";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2017";"8.1";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2017";"40";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2017";"29.5";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2016";"35.1";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2016";"38";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2016";"32.3";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2016";"38.6";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2016";"67.4";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2016";"27.9";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2016";"8.5";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2016";"41";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2016";"29.3";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2015";"36.8";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2015";"31.1";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2015";"42.6";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2015";"8.9";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2015";"28.5";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2015";"68.2";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2015";"41.1";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2015";"34.8";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2015";"38.1";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
